# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250601
# Fecha de finalización: 20250630
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para ""guarda """,0,1,0,1,0,0,1,1,11,5
"Resultados para ""halogena """,0,1,0,1,1,0,1,1,185,5
"Resultados para ""hb 300 """,0,1,0,1,1,0,1,1,18,6
"Resultados para ""hb300 """,0,1,0,1,1,0,1,1,48,3
"Resultados para ""herramienta """,0,1,0,1,0,0,1,1,102,6
"Resultados para ""hidrojet """,0,2,0,2,2,0,2,1,28,6
"Resultados para ""hidromasa """,0,1,0,1,1,0,1,1,14,6
"Resultados para ""hidromasajeador """,0,3,0,2,2,0,2,1.5,7.5,9
"Resultados para ""horqueta perno """,0,1,0,1,1,0,1,1,11,4
"Resultados para ""iluminacion """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""impeller """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""impulsor """,0,4,0,2,1,0,2,2,60,20
"Resultados para ""infinito """,0,2,0,1,1,0,1,2,0,5
"Resultados para ""instalacion """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""inverer """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""inverter """,0,8,0,4,3,0,4,2,24,25
"Resultados para ""inverter 110 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""inverter 50 """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""ionizador """,0,17,0,12,7,0,12,1.4166666666666667,22.416666666666668,60
"Resultados para ""ionizador solar """,0,1,0,1,1,0,1,1,14,3
"Resultados para ""junta """,0,3,0,3,3,0,3,1,15,15
"Resultados para ""junta estrella """,0,2,0,2,2,0,2,1,8.5,6
"Resultados para ""junta plastica """,0,1,0,1,1,0,1,1,0,4
"Resultados para ""kit """,0,3,0,3,2,0,3,1,7,13
"Resultados para ""kit analizador ph """,0,2,0,1,1,0,1,2,40,9
"Resultados para ""kit despacho """,0,1,0,1,0,0,1,1,15,6
"Resultados para ""kit despacho para aceite """,0,1,0,1,0,0,1,1,32,6
"Resultados para ""kit h """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""kit movil """,0,1,0,1,0,0,1,1,12,6
"Resultados para ""kit movil para aceite con enrollador """,0,1,0,1,0,0,1,1,41,5
"Resultados para ""kit ph """,0,1,0,1,1,0,1,1,20,5
"Resultados para ""lamina """,0,3,0,3,1,1,3,1,33.333333333333336,12
"Resultados para ""lamina de agua """,0,1,0,1,0,0,1,1,51,6
"Resultados para ""laminas de agua de 80 cm """,0,1,0,1,0,0,1,1,8,3
"Resultados para ""limpia fondo ruedas """,0,2,0,1,1,0,1,2,11,8
"Resultados para ""limpiaf """,0,2,0,1,0,0,1,2,37,11
"Resultados para ""limpiafondo """,0,4,0,4,4,0,4,1,13.75,13
"Resultados para ""limpiafondo 8 ruedas """,0,1,0,1,0,0,1,1,26,4
"Resultados para ""limpiafondos """,0,2,0,2,1,0,2,1,19,8
"Resultados para ""llave esferica de 3 via """,0,1,0,1,0,0,1,1,32,4
"Resultados para ""lluvia """,0,1,0,1,0,0,1,1,7,6
"Resultados para ""loseta """,1,3,0,1,1,0,1,3,3,10
"Resultados para ""losetas """,0,1,0,1,1,0,1,1,5,4
"Resultados para ""luces """,0,4,0,2,1,0,2,2,23,16
"Resultados para ""luminaria led """,0,1,0,1,1,0,1,1,42,6
"Resultados para ""lumipool """,0,9,0,5,5,0,5,1.8,21,41
"Resultados para ""luz piscina """,0,1,0,1,1,0,1,1,53,6
"Resultados para ""mang """,0,1,0,1,1,0,1,1,12,4
"Resultados para ""mango """,0.125,8,0,4,4,0,4,2,41,30
"Resultados para ""mango 3 60 liso """,0,1,0,1,1,0,1,1,23,3
"Resultados para ""mango telecospico """,0,1,0,1,1,0,1,1,14,4
"Resultados para ""mango telescopico """,0,3,0,1,1,0,1,3,45,10
"Resultados para ""mangoi """,0,1,0,1,1,0,1,1,327,5
"Resultados para ""manguera """,0,14,0,10,10,0,10,1.4,109.3,70
"Resultados para ""manguera amarilla """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""manguera de 2 mts """,0,1,0,1,0,0,1,1,6,5
"Resultados para ""manguera f """,0,1,0,1,1,0,1,1,25,6
"Resultados para ""manguera flotante """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""manguito con clip """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""manija filtro """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""manija tapa visora """,0,1,0,1,1,0,1,1,37,10
"Resultados para ""manilla """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""manmetro """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""manometro """,0,2,0,2,1,0,2,1,16,9
"Resultados para ""manual """,0,4,0,2,2,0,2,2,56,15
"Resultados para ""marco vista skimmer} """,0,2,0,1,1,0,1,2,15,10
"Resultados para ""marron """,0,2,0,1,1,0,1,2,27,11
"Resultados para ""modulo wifi """,0,1,0,1,1,0,1,1,45,3
"Resultados para ""mp601 """,0,1,0,1,0,0,1,1,2,4
"Resultados para ""multi """,0,1,0,1,1,0,1,1,17,6
"Resultados para ""multi valvula """,0,1,0,1,1,0,1,1,11,6
"Resultados para ""multival """,0,2,0,1,1,0,1,2,16,11
"Resultados para ""multivalvul """,0,1,0,1,1,0,1,1,25,6
"Resultados para ""multivalvula """,0,5,0,5,3,0,5,1,15.2,19
"Resultados para ""multivalvula 6 vias """,0,1,0,1,1,0,1,1,14,3
"Resultados para ""multivalvula 6vias """,0,1,0,1,1,0,1,1,21,4
"Resultados para ""multivalvula negra """,0,1,0,1,1,0,1,1,20,6
"Resultados para ""multivia """,0,1,0,1,1,0,1,1,9,6
"Resultados para ""nasta """,0,3,0,1,1,0,1,3,43,16
"Resultados para ""neumatica """,0,1,0,1,0,0,1,1,13,7
"Resultados para ""nicho """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""o ring """,0,1,0,1,0,0,1,1,6,4
"Resultados para ""optica """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""orin """,0,1,0,1,1,0,1,1,110,3
"Resultados para ""oring """,0,2,0,2,2,0,2,1,37.5,9
"Resultados para ""oring filtro """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""oring para bomba difusor """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""palma """,0.16666666666666666,5,0,2,2,0,2,2.5,3.5,19
"Resultados para ""palma 46 """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""panel solar """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""pasam """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""pasamano """,0,1,0,1,1,0,1,1,5,4
"Resultados para ""pasamanos """,0,20,0,12,10,1,12,1.6666666666666667,37.75,72
"Resultados para ""pasamanos corto """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""pasamuro """,0,9,0,8,8,0,8,1.125,33.25,35
"Resultados para ""pasmano """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""pastilla """,0,1,0,1,1,0,1,1,15,3
"Resultados para ""pastillas triple accion """,0,5,0,2,2,0,2,2.5,27.5,20
"Resultados para ""peldaño """,0,1,0,1,1,0,1,1,43,5
"Resultados para ""perimetral """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""perimetro """,0,1,0,1,1,0,1,1,1,4
"Resultados para ""perimetrp """,0,1,0,1,1,0,1,1,52,6
"Resultados para ""pertiga """,0,3,0,1,0,0,1,3,11,11
"Resultados para ""ph """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""pico """,0.2,3,0,1,1,0,1,3,60,17
"Resultados para ""pico bombero barre fondo """,0,1,0,1,1,0,1,1,185,4
"Resultados para ""pico colector """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""pico de pato """,0,2,0,1,1,0,1,2,65,9
"Resultados para ""pico de pato para piso """,0,2,0,1,1,0,1,2,24,11
"Resultados para ""pico difusor """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""picos """,0,1,0,1,1,0,1,1,14,5
"Resultados para ""piedra """,0,1,0,1,1,0,1,1,35,3
"Resultados para ""pileta """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""piletas """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""pintura """,0,1,0,1,0,0,1,1,1,3
"Resultados para ""pinyura """,0,1,0,1,0,0,1,1,6,5
"Resultados para ""plantilla negra """,0,1,0,1,1,0,1,1,15,5
"Resultados para ""plataforma de salto """,0.3333333333333333,3,0,1,1,0,1,3,4,15
"Resultados para ""polifosfato """,0,1,0,1,0,0,1,1,2,6
"Resultados para ""pool inverter """,0,3,0,3,3,0,3,1,7.666666666666667,10
"Resultados para ""pool-inverter """,0,1,0,1,1,0,1,1,74,3
"Resultados para ""poolinverter """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""portatil """,0,1,0,1,1,0,1,1,13,3
"Resultados para ""power """,0,1,0,1,1,0,1,1,19,3
"Resultados para ""power led """,0,1,0,1,1,0,1,1,23,6
"Resultados para ""powerled """,0,4,0,3,3,0,3,1.3333333333333333,168.33333333333334,16
"Resultados para ""pre filtro """,0,3,0,3,3,0,3,1,15.333333333333334,14
"Resultados para ""pre filtro trampa pelos """,0,2,0,1,1,0,1,2,31,7
"Resultados para ""pre-filtro """,0,1,0,1,1,0,1,1,16,6
"Resultados para ""presscontrol """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""presurizador """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""psamanos """,0,1,0,1,1,0,1,1,12,4
"Resultados para ""pulsador """,0,4,0,3,3,0,3,1.3333333333333333,25.333333333333332,17
"Resultados para ""pulsador hidro jet """,0,2,0,1,1,0,1,2,53,9
"Resultados para ""puntera negra """,0,1,0,1,1,0,1,1,11,5
"Resultados para ""purificador """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""quimicos """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""racor """,0,1,0,1,1,0,1,1,12,5
"Resultados para ""rcp """,0,1,0,1,1,0,1,1,1,4
"Resultados para ""rebosadero """,0,1,0,1,1,0,1,1,277,5
"Resultados para ""receptacu """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""reduccion """,0,1,0,1,1,0,1,1,47,5
"Resultados para ""reflector pileta """,0,1,0,1,1,0,1,1,25,4
"Resultados para ""regaton """,0.3333333333333333,2,0,2,2,0,2,1,12,9
"Resultados para ""regillas """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""regulador de ph """,0,1,0,1,0,0,1,1,17,3
"Resultados para ""rejilla """,0,4,0,4,2,0,4,1,4,12
"Resultados para ""repuesto """,0,1,0,1,1,0,1,1,14,4
"Resultados para ""repuesto REBOSADERO """,0,1,0,1,1,0,1,1,25,5
"Resultados para ""repuestoREBOSADERO """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""repuestos """,0,2,0,2,1,0,2,1,48,9
"Resultados para ""repuestos de bomba vulcano """,0,2,0,1,0,0,1,2,12,7
"Resultados para ""repuestos electrobomba """,0,2,0,1,0,0,1,2,58,8
"Resultados para ""repuestos mango telescopico """,0,1,0,1,1,0,1,1,25,4
"Resultados para ""repuestos multi valvula 6 vias """,0,2,0,1,0,0,1,2,52,9
"Resultados para ""resina """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""ret """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""ret. orient """,0,3,0,1,1,0,1,3,35,15
"Resultados para ""ret. orint """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""retencion """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""retonro """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""retorn """,0,1,0,1,1,0,1,1,174,5
"Resultados para ""retorno """,0.125,15,0,8,6,0,8,1.875,72.25,66
"Resultados para ""retornos """,0,4,0,3,2,0,3,1.3333333333333333,21.666666666666668,15
"Resultados para ""retornos pegar """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""retrnos """,0,1,0,1,1,0,1,1,37,5
"Resultados para ""revestimiento """,0,2,0,2,2,0,2,1,3.5,9
"Resultados para ""revestimiento vridiro """,0,1,0,1,1,0,1,1,9,4
"Resultados para ""rivera """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""riviera """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""robot """,0,2,0,2,2,0,2,1,6.5,8
"Resultados para ""rodamiento """,0.3333333333333333,2,0,2,2,0,2,1,6.5,9
"Resultados para ""roma """,0,1,0,1,0,0,1,1,20,3
"Resultados para ""rosca """,0,2,0,2,1,0,2,1,39,9
"Resultados para ""rosca bomba """,0,1,0,1,1,0,1,1,84,6
"Resultados para ""rotor """,0,2,0,2,2,0,2,1,8,8
"Resultados para ""rotor 1.00hp """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""rotor mult """,0,2,0,1,0,0,1,2,80,9
"Resultados para ""rueda """,0,1,0,1,1,0,1,1,13,3
"Resultados para ""s200 """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""saca hoj bols """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""saca hoja """,0,1,0,1,1,0,1,1,7,6
"Resultados para ""saca hojas """,0,5,0,4,4,0,4,1.25,13.25,26
"Resultados para ""saca hojas hondo """,0,1,0,1,1,0,1,1,12,6
"Resultados para ""sacahoja """,0,4,0,3,3,0,3,1.3333333333333333,109,15
"Resultados para ""sacahojas """,0,11,0,7,7,0,7,1.5714285714285714,13.857142857142858,42
"Resultados para ""sacahojas 118000 """,0,1,0,1,1,0,1,1,17,7
"Resultados para ""sal """,0,4,0,3,2,0,3,1.3333333333333333,24,20
"Resultados para ""sal para piscinas """,0,1,0,1,1,0,1,1,15,6
"Resultados para ""salva vidas """,0,1,0,1,0,0,1,1,8,6
"Resultados para ""salvavidas """,0,1,0,1,0,0,1,1,5,6
"Resultados para ""sello """,0,2,0,2,1,0,2,1,30,11
"Resultados para ""sello mecanico """,0,1,0,1,1,0,1,1,9,4
"Resultados para ""sf 20 """,0,1,0,1,0,0,1,1,8,4
"Resultados para ""sf20 """,0,1,0,1,0,0,1,1,4,6
"Resultados para ""silencer """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""skim """,0,1,0,1,1,0,1,1,0,4
"Resultados para ""skimer """,0,4,0,1,0,0,1,4,41,12
"Resultados para ""skimmer """,0.05555555555555555,20,0,13,11,0,13,1.5384615384615385,31.307692307692307,70
"Resultados para ""sopladora """,0,2,0,2,2,0,2,1,6,7
"Resultados para ""sopladores de piso """,0,1,0,1,1,0,1,1,28,4
"Resultados para ""sopòrte """,0,1,0,1,1,0,1,1,1,6
"Resultados para ""succion """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""succion hi """,0,1,0,1,1,0,1,1,11,3
"Resultados para ""sumergible """,0,1,0,1,1,0,1,1,35,3
"Resultados para ""superled """,0.1111111111111111,11,0,7,7,0,7,1.5714285714285714,14.857142857142858,44
"Resultados para ""swimming pool """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""switch """,0,1,0,1,1,0,1,1,35,4
"Resultados para ""tablero electrico """,0,1,0,1,0,0,1,1,43,4
"Resultados para ""tapa """,0,4,0,3,2,0,3,1.3333333333333333,22,16
"Resultados para ""tapa cabezal """,0,1,0,1,1,0,1,1,31,7
"Resultados para ""tapa de aluminio """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""tapa de fondo antirremolinos """,0,1,0,1,1,0,1,1,14,4
"Resultados para ""tapa de vc-200 """,0,1,0,1,1,0,1,1,18,4
"Resultados para ""tapa de visor """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""tapa intermedia esquimer """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""tapa succion """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""tapa tracera """,0,1,0,1,1,0,1,1,14,7
"Resultados para ""tapa transparente """,0,1,0,1,0,0,1,1,19,4
"Resultados para ""tapa visora """,0,1,0,1,1,0,1,1,41,6
"Resultados para ""tapa visora var """,0,1,0,1,1,0,1,1,13,4
"Resultados para ""tapas """,0,1,0,1,0,0,1,1,6,4
"Resultados para ""tapon para cabeza """,0,1,0,1,0,0,1,1,21,4
"Resultados para ""tee 25.4mm """,0,1,0,1,1,0,1,1,18,6
"Resultados para ""telefono """,0,1,0,1,0,0,1,1,10,4
"Resultados para ""telescópico """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""termometro """,0,2,0,2,2,0,2,1,3.5,8
"Resultados para ""teruca ajuste """,0,1,0,1,1,0,1,1,23,4
"Resultados para ""toma """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""toma barre """,0,1,0,1,1,0,1,1,12,6
"Resultados para ""toma de fondo """,0,4,0,4,4,0,4,1,41.25,15
"Resultados para ""toma de fondo inoxidable """,0,1,0,1,0,0,1,1,1,3
"Resultados para ""toma fon """,0,1,0,1,1,0,1,1,23,7
"Resultados para ""toma fondo """,0,4,0,4,4,0,4,1,2.75,12
"Resultados para ""tomafondo """,0,1,0,1,0,0,1,1,6,4
"Resultados para ""tor """,0,2,0,1,0,0,1,2,27,13
"Resultados para ""tornillo """,0.5,1,0,1,1,0,1,1,32,5
"Resultados para ""tornillo skimmer """,0,1,0,1,1,0,1,1,17,5
"Resultados para ""tornillo tapa de fondo """,0,1,0,1,0,0,1,1,19,6
"Resultados para ""tornillo toma de fondo """,0,1,0,1,0,0,1,1,8,3
"Resultados para ""trampa """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""trampa de pelo """,0,2,0,1,0,0,1,2,13,7
"Resultados para ""trampolin """,0,1,0,1,1,0,1,1,8,4
"Resultados para ""trampolines """,0,3,0,1,1,0,1,3,20,9
"Resultados para ""trasvase """,0,1,0,1,0,0,1,1,4,5
"Resultados para ""trga fondo """,0,1,0,1,0,0,1,1,40,3
"Resultados para ""tuber """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""tuerca """,0,5,0,4,3,0,4,1.25,11.5,20
"Resultados para ""tuerca union doble """,0,1,0,1,1,0,1,1,20,6
"Resultados para ""turbina """,0,1,0,1,0,0,1,1,20,4
"Resultados para ""tuve """,0,1,0,1,1,0,1,1,16,6
"Resultados para ""u doble """,0,1,0,1,1,0,1,1,12,6
"Resultados para ""union """,0,1,0,1,1,0,1,1,22,6
"Resultados para ""union bombero """,0,1,0,1,1,0,1,1,20,5
"Resultados para ""union doble """,0,1,0,1,1,0,1,1,14,4
"Resultados para ""v50 """,0,1,0,1,0,0,1,1,143,5
"Resultados para ""valla """,0.5,1,0,1,1,0,1,1,2,5
"Resultados para ""valvla """,0,1,0,1,0,0,1,1,45,5
"Resultados para ""valvula """,0,3,0,3,3,0,3,1,65.66666666666667,17
"Resultados para ""valvula de 3 vias """,0,1,0,1,1,0,1,1,12,5
"Resultados para ""valvula de drenaje """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""valvula drenaje """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""valvula esferica """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""valvula filtro """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""valvula retencion """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""varilla """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""vaso """,0,1,0,1,1,0,1,1,7,6
"Resultados para ""vb """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""vb 400 """,0,1,0,1,1,0,1,1,5,4
"Resultados para ""vc """,0,8,0,5,4,0,5,1.6,10.8,36
"Resultados para ""vc 10 """,0,4,0,3,3,0,3,1.3333333333333333,32,21
"Resultados para ""vc 20 """,0,2,0,2,2,0,2,1,10,6
"Resultados para ""vc 200 """,0,4,0,3,3,0,3,1.3333333333333333,30.666666666666668,18
"Resultados para ""vc 250 """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""vc 30 """,0,3,0,3,2,0,3,1,9,18
"Resultados para ""vc-10 """,0,2,0,1,1,0,1,2,2,6
"Resultados para ""vc-20 """,0,2,0,2,2,0,2,1,2,8
"Resultados para ""vc-200 """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""vc-250 """,0,2,0,2,2,0,2,1,5,7
"Resultados para ""vc-30 """,0,2,0,2,2,0,2,1,4.5,6
"Resultados para ""vc-50 """,0,3,0,2,2,0,2,1.5,1.5,8
"Resultados para ""vc10 """,0,1,0,1,0,0,1,1,1,3
"Resultados para ""vc200 """,0,5,0,4,4,0,4,1.25,19.25,19
"Resultados para ""vc30 """,0,3,0,3,2,0,3,1,5.666666666666667,9
"Resultados para ""vc50 """,0,2,0,2,1,0,2,1,6,6
"Resultados para ""ventilador """,0,2,0,2,0,0,2,1,69,10
"Resultados para ""vf """,0,2,0,1,1,0,1,2,21,7
"Resultados para ""vf 1000 """,0,1,0,1,1,0,1,1,11,3
"Resultados para ""virola """,0,2,0,2,2,0,2,1,18.5,7
"Resultados para ""virolas """,0,1,0,1,0,0,1,1,26,4
"Resultados para ""visor """,0,2,0,1,1,0,1,2,107,8
"Resultados para ""vista """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""vitreo """,0,1,0,1,1,0,1,1,10,6
"Resultados para ""vsf """,0,1,0,1,0,0,1,1,7,4
"Resultados para ""vulcano """,0,5,0,4,2,0,4,1.25,6,23
"Resultados para ""vulcano bae 075 """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""vulcano bat 100-2 """,0,1,0,1,0,0,1,1,53,3
"Resultados para ""vulcano mang """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""vulcano toma de fondo """,0,1,0,1,1,0,1,1,13,3
"Resultados para ""vulclor bio """,0,1,0,1,1,0,1,1,26,5
"Resultados para ""vurvujero de piso """,0,1,0,1,1,0,1,1,138,5
"Resultados para ""zuip """,0,1,0,1,1,0,1,1,19,6
"Resultados para ""zuipy """,0.058823529411764705,15,0,11,10,0,11,1.3636363636363635,29,56
"Resultados para ""zuipy 200 """,0,1,0,1,1,0,1,1,11,4
"Retorno aro blanco adaptable RM 1 1/2"" - Vulcano SA",0.08333333333333333,11,0,9,6,0,9,1.2222222222222223,29.11111111111111,24
"Retorno aro blanco exterior RM 1 1/2"" - Vulcano SA",0,10,0,9,4,0,9,1.1111111111111112,29.77777777777778,24
"Retorno aro desmontable blanco RH 1 1/2"" - FV - Vulcano SA",0.038461538461538464,33,0,21,13,0,20,1.65,56.5,93
"Retorno aro desmontable blanco RH 1 1/2"" - Hormigón - Vulcano SA",0.020833333333333332,52,0,38,27,5,38,1.368421052631579,53.73684210526316,125
Retorno aro desmontable blanco ø50 mm - FV - Vulcano SA,0.030303030303030304,34,0,25,16,0,25,1.36,36.52,99
Retorno aro desmontable blanco ø50 mm - Hormigón - Vulcano SA,0.1346153846153846,48,0,36,27,0,35,1.3714285714285714,62.57142857142857,132
"Retorno aro fijo blanco RH 1 1/2"" - FV - Vulcano SA",0.058823529411764705,19,0,14,8,0,14,1.3571428571428572,52.285714285714285,47
"Retorno aro fijo blanco RH 1 1/2"" - Hormigón - Vulcano SA",0.10526315789473684,19,0,17,11,2,17,1.1176470588235294,23.941176470588236,45
Retorno aro fijo blanco ø50 mm - FV - Vulcano SA,0,14,0,13,8,0,12,1.1666666666666667,51.25,36
Retorno aro fijo blanco ø50 mm - Hormigón - Vulcano SA,0,24,0,18,13,0,18,1.3333333333333333,48.611111111111114,58
Retorno aro flor blanca ø50 mm - Hormigón - Vulcano SA,0.08333333333333333,13,0,10,6,0,10,1.3,33.5,33
Retorno flor blanca ø50 mm - FV - Vulcano SA,0,14,0,13,5,2,12,1.1666666666666667,23.833333333333332,38
Retorno insertar en ø50 mm - Hormigón (ø44) - Vulcano SA,0,5,0,4,3,0,3,1.6666666666666667,25,10
Retorno insertar en ø50 mm - Hormigón (ø45) - Vulcano SA,0.05,19,0,15,9,3,15,1.2666666666666666,13.333333333333334,47
Retorno orientable AISI 316 - Vulcano SA,0,20,0,15,8,5,14,1.4285714285714286,18.357142857142858,60
Retornos orientables archivos - Página 2 de 2 - Vulcano SA,0,5,0,2,1,0,2,2.5,18,9
Retornos orientables archivos - Vulcano SA,0.0390625,226,0,85,61,4,84,2.6904761904761907,118.67857142857143,535
Revestidas archivos - Vulcano SA,0,16,0,3,3,0,3,5.333333333333333,36.333333333333336,23
Revestimiento cerámico - Capri (malla) - Vulcano SA,0,6,0,4,1,1,4,1.5,31.75,14
Revestimiento cerámico - Capri (suelto) - Vulcano SA,0.2,4,0,4,2,0,3,1.3333333333333333,15.666666666666666,11
Revestimiento cerámico - Cielo (malla) - Vulcano SA,0.1111111111111111,9,0,6,4,0,6,1.5,50,18
Revestimiento cerámico - Cielo (suelto) - Vulcano SA,0,2,0,2,1,1,2,1,15,7
Revestimiento cerámico - Cobalto (malla) - Vulcano SA,0.25,4,0,3,1,0,2,2,9.5,9
Revestimiento cerámico - Cristal (malla) - Vulcano SA,0,1,0,1,0,0,1,1,24,2
Revestimiento cerámico - Cristal (suelto) - Vulcano SA,0,3,0,3,1,0,3,1,18,6
Revestimiento cerámico - Hielo (malla) - Vulcano SA,0,3,0,2,1,0,2,1.5,20,6
Revestimiento cerámico - Hielo (suelto) - Vulcano SA,0,3,0,3,3,0,3,1,10.666666666666666,6
Revestimiento cerámico - Itapúa (malla) - Vulcano SA,0,7,0,4,3,1,4,1.75,99.5,19
Revestimiento cerámico - Mix azul (malla) - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Revestimiento cerámico - Mix azul claro (malla) - Vulcano SA,0,2,0,2,1,1,2,1,12,6
Revestimiento cerámico - Palau (malla) - Vulcano SA,0,34,0,29,8,14,29,1.1724137931034482,16.620689655172413,90
Revestimiento cerámico - Samoa (malla) - Vulcano SA,0.041666666666666664,26,0,22,10,5,22,1.1818181818181819,31.045454545454547,64
Revestimiento cerámico archivos - Página 2 de 2 - Vulcano SA,0,2,0,1,0,0,1,2,8,3
Revestimiento cerámico archivos - Vulcano SA,0.04838709677419355,113,0,47,25,14,47,2.404255319148936,35.170212765957444,284
Riel de montaje largo - Vulcano SA,0,2,0,2,0,0,2,1,24.5,5
Robot limpiapiscinas ZUIPY - Vulcano SA,0.04430379746835443,356,0,234,111,75,230,1.5478260869565217,51.12173913043478,1059
Robot limpiapiscinas Zuipy 200 - Vulcano SA,0.13131313131313133,99,0,72,48,3,72,1.375,39.208333333333336,284
Rociador orientable cromado - Vulcano SA,0,1,0,1,1,0,1,1,12,3
Rodamiento 0.50 / 0.75 / 1.00 / 1.25HP - Vulcano SA,0,33,0,26,8,14,26,1.2692307692307692,28.96153846153846,106
Rodamiento 2.00 / 3.00HP - Vulcano SA,0,4,0,4,0,3,4,1,28.25,16
Rotor 0.33HP c/eje - Vulcano SA,0,3,0,2,2,0,2,1.5,23,8
Rotor 0.50HP (AL) c/eje - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,133.33333333333334,15
Rotor 1.00HP con eje - Vulcano SA,0.08695652173913043,28,0,19,5,12,19,1.4736842105263157,34.73684210526316,96
Rotor 1.25HP con eje - Vulcano SA,0,2,0,2,1,0,2,1,10.5,5
Rotor 2.00HP con eje - Vulcano SA,0,3,0,2,1,1,2,1.5,9.5,11
Rotor centrífuga 0.50HP con eje - Vulcano SA,0,1,0,1,1,0,1,1,40,3
Rotor centrífuga 0.75HP con eje - Vulcano SA,0,11,0,9,3,6,9,1.2222222222222223,19.666666666666668,39
Rotor centrífuga 1.00HP con eje - Vulcano SA,0,2,0,2,0,0,2,1,14,5
Rotor multiválvula 3 vías - Vulcano SA,0,4,0,2,2,0,2,2,10,9
